"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,9.20229609181228,0.228504321532756,0.000251221446713762,0.112901135725828,10.9173346491489,0.183629763586935,3.2636004835326e-05,0.0818916489370395,10.63476373132,0.234245903020991,0.000891802492238,0.133787570157754,17.4267071652963,1.93630079614403,0,0.0152975240344619,0.0102084031873619,0.0220178576048961,0.0188619758899448,0,0,0,0,12.3301444386349,0.143500612029834,0.0523777679365609
2,9.69345881811723,0.212641400755029,3.96141073944191e-05,0.072547132966431,10.8878465175039,0.180363878203115,6.65828958971323e-06,0.0592006618905333,11.6132317342357,0.223122308600044,0.000416341691748451,0.0937451957272756,17.8191151428441,1.97990168253824,0,0.0157097487864107,0.00974607113948686,0.0198361946915111,0.0158474902318624,0,0,0,0,12.3133934068759,0.141665592192647,0.0259920590011665
3,9.92808403987475,0.20015971943322,3.19309043696453e-05,0.0456950154462328,10.8994959631246,0.173693956380363,2.11884570510601e-06,0.0414036417553442,12.0951030241741,0.2191574992939,0.0010704089796551,0.0582322725078477,17.50726209433,1.94525134381444,0,0.0159477157312261,0.0126315326932045,0.0193331744693529,0.015625476886514,0,0,0,0,12.3155793422452,0.136751925949005,0.0115207877147977
4,10.0449071311934,0.189602207915865,0.000563134698370182,0.0273525437856747,10.9075965762981,0.167049614696346,4.80248801175123e-06,0.0297151982446832,12.346703821817,0.222016195858975,0.0893439566540881,0.0324924379125228,16.0813641655307,1.78681824061452,0,0.0121843700651966,0.00958907240558238,0.0185255780594335,0.014572491137577,0,0,0,0,12.2962725409206,0.133458588559333,0.00809784105874418
5,9.72091686928601,0.204360567074345,0.315501023706036,0.0257136004468534,10.9547988328767,0.160446339775581,0.000127272080443845,0.0221302682742963,10.3691969294047,0.399793857659946,1.41666366643169,0.287627849925568,16.4879883138378,1.83199870153753,0,0.00993136320829666,0.00896399861098641,0.0184575888684474,0.0221801566041594,0,0,0,0,12.2811245654661,0.1309352804289,0.00737904321911118
6,6.880604581191,0.348302801905965,1.612363484888,0.514353589826373,11.0177840827334,0.154921362245173,0.000724886860479887,0.0245941925871001,7.92966262356691,0.530137805723949,1.29339327280057,1.57412330113365,14.3335695466592,1.59261883851769,0,0.00824601134462726,0.00624110719876453,0.0168199805054991,0.0127946228964166,0,0,0,0,12.2989846580996,0.127169767525252,0.00707058318690368
7,5.63168169821101,0.445179066736911,0.760889778519673,1.4750592452651,11.0454012033077,0.152237235494648,0.000519802637907896,0.105234841243184,6.79552588562216,0.527701648338046,0.649749287724741,1.95844092359794,13.7067887992112,1.52297653324569,0,0.00709506730261486,0.00507230065711495,0.0172279110985212,0.0139468036750804,0,0,0,0,12.3249028653939,0.123562176581376,0.0107068952035269
8,5.11795882930505,0.413355802252552,0.504629940823829,1.3081744016984,11.0438054015384,0.157895146279502,0.000206098578780848,0.223689139016442,5.98067620825761,0.468079718688061,0.457726752282292,1.53032319736078,15.054559128356,1.67272879203956,0,0.00873152697716372,0.00571923017660628,0.0182671297539008,0.0142451238384994,0,0,0,0,12.3402598776928,0.121878183583533,0.042845340788726
9,5.0509121649332,0.401210089248452,0.346917579431228,0.882433142077365,11.0535597557723,0.170474113376073,9.25532206948549e-05,0.273002141991475,5.51512621227762,0.437608247054267,0.38332553515636,1.07994912542112,17.0272511766264,1.89191679740294,0,0.0106202472289581,0.00944304158024135,0.020616642155108,0.0238694083167329,0,0,0,0,12.3438639021353,0.122695023083262,0.0880140712012496
10,5.40452953942266,0.371300071764073,0.143683294006686,0.534261536216143,11.0513207471031,0.18273922840966,0.000197814711342173,0.250487570648695,5.69026125080949,0.415850782631401,0.234554462015427,0.69021882891518,17.6202184588068,1.95780205097853,0,0.0119952208680114,0.0135962216694268,0.0224336078347561,0.0264186289779464,0,0,0,0,12.3482727399209,0.128463147587361,0.155408947259992
11,6.29059799226636,0.294378647412512,0.0253320874424577,0.284237067824457,11.0629392461834,0.186655971524824,0.000247812525562869,0.177688916154286,6.92166118540742,0.333408716164398,0.0695313255296698,0.384814108758628,17.9930613883238,1.99922904314708,0,0.010325237665148,0.00802825975586616,0.0217933735499779,0.0180554494727403,0,0,0,0,12.3441882115132,0.137824571305999,0.176809363986068
12,7.89968726292787,0.250767716685016,0.00296663969121013,0.173902953044984,10.9717970078071,0.185838549900885,0.000154351391544646,0.120408942366228,9.06498466911572,0.259087823670299,0.00762536485190646,0.219001180458393,17.1309577025344,1.90343974472604,0,0.0157997667712207,0.0101737059494008,0.0223874133766934,0.0182934254536637,0,0,0,0,12.3493874198338,0.14345771062063,0.109676740417794
