"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,1.88377371848916,0.41475103861135,0.737305485113767,0.759190186652208,19.0108070362049,0.14960675338613,0.0121966997937406,0.193682934612396,4.31488052871953,0.465241129562855,0.597097247351246,0.699963773385161,68.7816369190636,7.64240410211818,0,0.00638491323878688,0.00409573045117171,0.00756173796977522,0.00496850797503088,0,0,0,0,0,0,0
2,2.12241355693249,0.399493077171086,0.652042881399389,0.739194781759344,19.5123189300546,0.14703064534633,0.00767901391620873,0.205348254980074,5.40578599881254,0.442134001579715,0.498053484550792,0.653853710133232,97.033865140617,10.7815405711797,0,0.0088808816043466,0.00596511496345163,0.0111294959507618,0.00753933607658304,0,0,0,0,0,0,0
3,2.92242734195404,0.412541502022138,0.674057372288281,0.653647883118578,20.0708296221232,0.148372094852068,0.00615230636059655,0.200961507303075,8.21665924667425,0.442488855030093,0.460001356558624,0.543412300986588,166.817586561904,18.5352873957671,0,0.00836639777727185,0.0061499842760166,0.00930134220958649,0.00725246811380035,0,0,0,0,0,0,0
4,3.28363923077411,0.411315313438846,0.611446924693068,0.540671927155901,20.1890502331827,0.154447904983019,0.00648067374870133,0.19143214933781,8.67284828696755,0.419613649727573,0.385159406596454,0.392316255500254,368.333793616169,40.9259770684632,0,0.00922653258645109,0.00682544146132256,0.00982302063632579,0.00781906075731275,0,0,0,0,0,0,0
5,3.94861878899451,0.402002940523666,0.519619745788031,0.404644445165615,19.7004903038386,0.159931839429517,0.0134248730155412,0.164851411529306,9.06583401268906,0.382990304063645,0.284447688817424,0.219024308240675,307.238356951393,34.1375952168214,0,0.00705943455756535,0.00791239856918287,0.00730635086503652,0.00841708758348076,0,0,0,0,0,0,0
6,5.12337070880021,0.37549627813482,0.376188402132678,0.250912031155085,20.311011517305,0.164432231482113,0.0178235118912046,0.128873737294625,8.81822007776588,0.359551825434059,0.242005535128562,0.138872310392238,131.589508836894,14.6210565374326,0,0.00636440901351827,0.00750032885532294,0.00650173726691199,0.00808968314058369,0,0,0,0,0,0,0
7,5.80573642421011,0.344302057837752,0.311829316508172,0.155726460404666,20.060804636316,0.162139547934361,0.0186958551689119,0.0877675945663443,8.57854962014316,0.357493371668609,0.270125938035712,0.11482304081178,480.322730309007,53.3691922565563,0,0.00602310874246164,0.00783846684632832,0.00625864183101031,0.00851796972157631,0,0,0,0,0,0,0
8,6.10251844193124,0.329544544549158,0.318328012094661,0.108474912328011,20.1277262861209,0.161168140566772,0.0239117635815808,0.0610823733472685,7.23725100967179,0.40101334974413,0.555627060633277,0.12058151989487,545.650356187008,60.6278173541119,0,0.00485470234137458,0.00604574390459583,0.00496271937068397,0.00670613685605644,0,0,0,0,0,0,0
9,5.50173589496686,0.359878659656263,0.576398424565386,0.138459073812896,20.1414474763053,0.15929039726584,0.0326417022260034,0.050383982159039,5.48894439131868,0.471649373119497,0.938024160523068,0.214953414118342,589.984805240799,65.5538672489777,0,0.00567294928866128,0.006390279935052,0.00570922591058271,0.00692041779291772,0,0,0,0,0,0,0
10,3.99050658769278,0.433326129750634,1.21064194788698,0.274169986516321,19.9477037176876,0.158234231266835,0.0409668196173332,0.0582826210473138,4.67762164442971,0.502972410111744,0.856220274275424,0.392509500783271,277.705354983744,30.8561505537493,0,0.00579207663505857,0.00508090492964546,0.006023006329167,0.00560022327267835,0,0,0,0,0,0,0
11,2.81686056642702,0.456528362030825,1.11107399402341,0.523302788275077,19.444049731478,0.158278708804192,0.0326788415210231,0.106838106080037,4.42019000689869,0.491383923445613,0.758944841400875,0.481104031348027,203.814075519138,22.6460083910153,0,0.00653912335456837,0.00499683354670803,0.00677605375780591,0.0054348991640533,0,0,0,0,0,0,0
12,2.24306452509181,0.447526045013155,0.890476961921929,0.702747417790992,18.5193733237101,0.155888134046589,0.0205737251132334,0.157647890805101,4.13462485556699,0.486200570498725,0.69840240992474,0.653253680158095,233.529942116038,25.9477713462264,0,0.00735880122498571,0.00448365760688168,0.00855769062938366,0.00535473372349473,0,0,0,0,0,0,0
