"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,7.45252415005449,0.248758118311998,0.0130627361816667,0.142635970303519,7.87308838469136,0.234420949454418,0.00786538560787332,0.139720521252357,10.5014537391577,0.299364370750747,0.0216597622899828,0.132735840494127,164.28870237722,18.2543002641356,0,0.00590939919168155,0.0230275487209657,0.0062677834916877,0.0395162297146661,0,0,0,0,0,0,0
2,8.20801602661955,0.223779027522668,0.00753921344385392,0.0887716006796456,8.08925633408012,0.216007209657765,0.0042332822772072,0.0884076039446297,11.5698112816232,0.279742060608234,0.0144663816904382,0.0732560259964405,153.611981879025,17.0679979865583,0,0.00670843569753216,0.0262931951596602,0.00715942410745623,0.0420265245126176,0,0,0,0,0,0,0
3,8.3175656293043,0.210778390685226,0.0304785223889295,0.0505973988681809,8.2559115963968,0.199360323359091,0.00442178676323726,0.0532225001663717,12.3803648167174,0.298429695534588,0.0969645709861749,0.0340089857404937,150.196770253009,16.6885300281121,0,0.015185781312497,0.0561061227256389,0.0137989835229956,0.0643077001730967,0,0,0,0,0,0,0
4,7.96602943953363,0.253400973605057,0.505340907478287,0.0798166997269802,8.39980247758307,0.198776772442748,0.0282030830758828,0.0377562260560174,10.9150008453621,0.404226602512448,1.0148463483268,0.155908199746808,148.938814828373,16.5487572031525,0,0.00835436595869916,0.0283440772355312,0.0111221239924253,0.0429681074317722,0,0,0,0,0,0,0
5,5.75037829621676,0.329556591305003,1.46500278323642,0.378313031413778,8.27529123703858,0.212238741331974,0.076683876281059,0.0770966236214873,7.8406454539143,0.606019989626829,2.10047937403773,1.06487405624893,142.595768539872,15.843974282208,0,0.0094501607437631,0.0243899798715994,0.0116838985616298,0.0367882966239881,0,0,0,0,0,0,0
6,2.48422396607812,0.465230113834057,1.38791074622297,1.41365652675107,8.26312528326392,0.235773692168167,0.0375001979279691,0.369690450660182,4.30529568054192,0.675537015663195,1.22020987560392,1.95125022077149,141.382766120512,15.7091962356124,0,0.00802015810872295,0.0164356640362669,0.01114908766578,0.0269697353776012,0,0,0,0,0,0,0
7,1.7036808813768,0.394836441300332,0.64535766699404,1.26496107716434,8.37240991366211,0.279915961895641,0.0225535243645719,0.72346258939851,3.9107769801126,0.595302125629806,0.853758784436766,1.47106278153853,137.138742948515,15.2376381053906,0,0.00907234163002072,0.0175466144045446,0.0140495633723618,0.0279353139707432,0,0,0,0,0,0,0
8,1.18501121179335,0.315400050407238,0.47152538125959,0.862206179162137,8.60476252500695,0.325435678514824,0.0321926090787452,0.717151108316053,4.31320464255866,0.559444572710171,0.772644994484609,1.2057770233055,146.787755623446,16.3097506248273,0,0.00905773397492168,0.0188060949260395,0.0121874428967932,0.028909234467396,0,0,0,0,0,0,0
9,1.26587718927824,0.27909289818816,0.438626231360004,0.673772456108945,8.81762795287347,0.318413473829959,0.0299206814299959,0.614305795353055,5.03710337976182,0.528678210029925,0.717800589259,1.02538635931993,137.526120363837,15.2806800404264,0,0.00897552995454697,0.0236244969779537,0.0123410154732742,0.037974069959351,0,0,0,0,0,0,0
10,2.0059706204855,0.326046023699704,0.459187980707759,0.569780945560362,8.75286846821175,0.306268290699811,0.0435766864600617,0.499401308443251,6.48361223173845,0.488647413742209,0.61355494141985,0.655561958765512,157.524847561913,17.5027608402125,0,0.0102681468331045,0.0322402163069644,0.0111017451827599,0.0490537209410547,0,0,0,0,0,0,0
11,3.68476526923523,0.355618919798169,0.254307525813973,0.410454551957974,8.4184757514212,0.295047512986329,0.0517958754744122,0.378358773612615,8.48685872727039,0.411359710289446,0.253502860837264,0.411240703960765,159.028941928262,17.6698824364735,0,0.00814256574293333,0.0288324641241204,0.00852318308759658,0.0444491243078595,0,0,0,0,0,0,0
12,5.87329977887948,0.296014260309293,0.0565407867124373,0.251773014572365,7.92017307059784,0.266188849832965,0.0258648993001775,0.244949007680999,8.9732301998224,0.321384793716002,0.060225788488127,0.232390415614144,153.086215106322,17.0095794562579,0,0.00589330780452916,0.0246783863315316,0.00587792099831188,0.0417385834016009,0,0,0,0,0,0,0
