"Month","SLight","SO_LogeSPM","SI_LogeSPM","SO_temp","D_temp","SI_temp","Rivervol_SI","log10Kvert","mixLscale","D_SO_upwelling","SO_D_downwelling","SO_OceanIN","D_OceanIN","SI_OceanIN","SI_OceanOUT","SO_SI_flow","habS1_pdist","habS2_pdist","habS3_pdist","habD1_pdist","habD2_pdist","habD3_pdist","Inshore_waveheight","DO_log10Kvert","DO_mixLscale","DO_D_upwelling","D_DO_downwelling"
1,58.4942400986501,6.64437492647199,7.3430250231899,19.7951369020659,12.5972345910166,17.5029538941377,5.78069348915572e-06,-3.36602883737114,1,0.0178301059751081,0.0027383611468722,0.0131557590011305,0.00809089826677974,0.000166775284404378,0.000259109020119753,0.0394047548443934,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.12594887018204,0,0,0,0
2,50.9374377037615,6.65461602099754,7.34068592554945,19.8351439867249,12.3216270604689,17.286345055211,5.63315262647072e-06,-3.91837853178013,1,0.0190601523289176,0.00277586577554788,0.0157508707356659,0.0103213902627016,0.000111184191540731,0.00018411375320656,0.0317975656815626,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,1.99350997209549,0,0,0,0
3,41.1486680069386,6.67381979113903,7.34648626432334,19.4033392842656,12.0150551103894,17.0730960923738,8.60981490780035e-06,-3.91106399646018,1,0.0176761526268167,0.00331067570414256,0.0163703970467928,0.00955416767388666,0.000142120101831036,0.000193922906540759,0.0276793878656643,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.04638656377792,0,0,0,0
4,31.3767865393152,6.52588871689904,7.28257884683278,18.6493387595067,11.9195568157955,16.8795358400343,9.71337073316624e-06,-3.08032366887819,0.884163508,0.0150562952935334,0.00308009161403162,0.0120071945475435,0.00665661040688497,0.000132136626523034,0.000191054778594126,0.0326569799104398,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.08381348848343,0,0,0,0
5,23.5339231769707,6.39286897178942,7.15651728148294,18.0671766141228,12.2987469183321,16.7984345183246,8.30523609489167e-06,-2.24982876792267,0.607671289,0.0136891250950481,0.00411753014657637,0.0133615118725771,0.00915240672381287,0.000103742994032474,0.000270667780376254,0.0392983619315034,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.18215388059616,0,0,0,0
6,18.8543057184518,6.25284706058487,7.28386002582471,17.4371590662888,12.9273885430165,16.4986610489841,6.97459585336312e-06,-1.80670780592972,0.446021763,0.0170151041548957,0.0051382948522877,0.0138781601317884,0.011082063800539,0.000261996094659762,5.31937245557045e-05,0.0398325445738848,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.52977814674377,0,0,0,0
7,20.457634717949,6.24348911762264,7.22799163119624,16.8925374758326,13.2292194687255,16.1405549328355,7.74475452260343e-06,-1.5789122856098,0.411451011,0.0209293054067898,0.00597659596199319,0.0105768909694667,0.00688882755312032,0.000428780817551692,2.89224111653724e-05,0.035264114868643,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.39165222644806,0,0,0,0
8,27.2453632125677,6.27444440018424,7.27377081841826,16.4685698469941,13.2852810374364,15.8504101669095,8.14861471651001e-06,-1.69181618240834,0.476442673,0.0225280346132311,0.00566362548765695,0.0132410773844548,0.00971264786001907,0.000675036700040969,8.79543869037748e-05,0.0365859280380702,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.46551587581635,0,0,0,0
9,36.7402347286421,6.40644616260859,7.26328298709744,16.6819290993408,13.2634974450647,16.0357175687907,7.44544236917883e-06,-1.92975997259752,0.639261454,0.0265194359923129,0.00664846125262606,0.0154986959191388,0.0112368231315434,0.000933465580742215,0.000153206399699037,0.0359566159593365,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.31940424442291,0,0,0,0
10,46.4937878540808,6.5762852623712,7.32245246005802,17.3946094110911,13.1572392538834,16.5803847194908,6.55013850019817e-06,-2.19763349286894,0.922987598,0.0232988970049607,0.00512426233362493,0.0140194070892953,0.00841829087399489,0.000594309952846474,0.00027278844805636,0.0346926205374435,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.16263575553894,0,0,0,0
11,55.3514388276467,6.62829732225852,7.23495796432432,18.3111339050856,12.9775386142052,17.1697076712301,5.6643451024491e-06,-2.56186506579675,1,0.018587249782269,0.00365099674395331,0.0155404694922689,0.00990795805819747,0.000262832824249257,0.000375054759619868,0.0320436492046803,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.10883800983429,0,0,0,0
12,60.3487220363911,6.6339971108214,7.23810743318847,19.1831854953853,12.8368063392974,17.4792567845994,5.0913062522291e-06,-2.96721874619006,1,0.0171550114133721,0.0033825273104473,0.0146443057431604,0.0089392098981545,0.000124481870615026,0.000271053766347371,0.0352099999074419,0.0257900080363485,0.0257900080363485,0.0257900080363485,0.00100080855522063,0.00100080855522063,0.00100080855522063,2.0341916680336,0,0,0,0
