"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,8.92715712439176,0.267496433766868,0.0193612611907487,0.19547397809363,9.07947945623752,0.259651131591498,0.0135646528490082,0.200407918552412,14.2784532017337,0.31185761848033,0.0293550594954553,0.186377766813805,179.292231518351,19.9213590575946,0,0.0245980599740615,0.0278711817892534,0.0291432080198131,0.0524425372687353,0,0,0,0,0,0,0
2,9.41873402779888,0.245702604094926,0.0109582451028643,0.122202795030443,9.04688344996113,0.23711953921563,0.00741467014997572,0.124173690800481,15.6463714097083,0.306149860701201,0.021132621779474,0.107182631549019,178.282391869602,19.809154652178,0,0.0269303064854628,0.0316122062861484,0.0281716743942919,0.0492749197712007,0,0,0,0,0,0,0
3,9.75686820532893,0.234308787629176,0.021667540647475,0.0760454690779405,9.20299148031053,0.224864564474074,0.00780459107539108,0.0808857027537913,16.4397592121988,0.312803178283862,0.0705549179746028,0.0623596998248992,170.285091644068,18.9205657382298,0,0.0422984033325163,0.049570145960983,0.0438913370349577,0.0662258439933375,0,0,0,0,0,0,0
4,9.24824108224103,0.251746741431665,0.282581407055517,0.0719783752720058,9.20820841492872,0.217709676281262,0.0270092821680924,0.053245291074948,15.0847598824632,0.41975503148018,0.963811571102273,0.155886279842857,164.374315303687,18.2638128115208,0,0.0310767825604195,0.0356450302171565,0.0391343229317239,0.0540804749886904,0,0,0,0,0,0,0
5,6.61606137777171,0.362166966274452,1.72385990651528,0.40827800209741,9.13601352356111,0.234534220123033,0.0871454173883172,0.0930791422787316,11.1089531987883,0.680931691160258,2.58663078850674,1.038108544136,163.243281596077,18.1381423995641,0,0.031411854447239,0.0279592972437632,0.0373956543492145,0.0441793116315993,0,0,0,0,0,0,0
6,3.67963503722193,0.556861373813705,1.57383086329751,1.85059360472324,9.31346119190783,0.268685393411024,0.0560302524382543,0.476442296219995,8.15682043952213,0.879216867446523,1.61574396236249,2.54519565850367,163.669322952772,18.1854803280858,0,0.0368408076021643,0.0236891966224426,0.0442672720445054,0.0370232825211826,0,0,0,0,0,0,0
7,2.77542047233319,0.441100056758204,0.702818701354106,1.6151865877868,9.36885577119854,0.292090144621208,0.0197005732440443,0.85244843740141,8.32717160285214,0.758520131967397,1.02267352720623,2.08814036878297,162.699982164676,18.0777757960751,0,0.0324625034777937,0.020438893741074,0.042956781655138,0.0309945541232275,0,0,0,0,0,0,0
8,2.70034185259328,0.380785246330685,0.568423486935167,1.1346798678109,9.86332918767646,0.345608385452723,0.0345443296139502,0.880097761685033,8.44053377991046,0.645243066341359,0.855518186880546,1.75858316753224,163.737509483989,18.1930566093321,0,0.0320534363457684,0.0234024814857934,0.0394710412566563,0.035649493619937,0,0,0,0,0,0,0
9,2.45115091774548,0.327331619978766,0.557706547546882,0.818847018578838,9.98221709401006,0.332048579777877,0.0285448533972509,0.71938444384468,9.3662314192849,0.606128114243149,0.851043150646928,1.18914769130248,155.436369933286,17.2707077703651,0,0.0324540556452814,0.0265095693369706,0.0401099083856458,0.0421780884443294,0,0,0,0,0,0,0
10,3.16995485646813,0.388763428098034,0.534201889804466,0.711848793060719,9.82824942562852,0.326758539258593,0.0525130339082582,0.612029947034946,12.204972777521,0.557420166078493,0.644890704897166,0.927445691746381,172.349819042272,19.1499798935858,0,0.0440862540516161,0.044058772524999,0.0441679497107795,0.0624374297666385,0,0,0,0,0,0,0
11,5.88103393835942,0.378695624033018,0.272937514428272,0.49939198371196,9.61510838772535,0.321691838578295,0.0636435733679111,0.459374458553124,14.2564697470589,0.444992111581332,0.296432461038185,0.496574307372823,178.605425689073,19.8450472987859,0,0.0314348497028862,0.0328988324673403,0.0331927443455373,0.0534611625508184,0,0,0,0,0,0,0
12,7.62795485072356,0.318411598202089,0.0856340528397719,0.317876528014197,9.26577260611271,0.292790765163394,0.0374701033191163,0.318919975814533,14.2556865450043,0.360761252304277,0.0964747610921575,0.329563130813262,176.563836986988,19.6182041096654,0,0.0261084378315007,0.0317732258463785,0.0269717697809506,0.0533334417311552,0,0,0,0,0,0,0
